Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
597,CA-2021-010753,2022-01-19,2022-01-23,Second Class,CUS-01084,Nancy Brown,Consumer,United States,Miami,Florida,87028,South,OFF-PAP-42975,Office Supplies,Paper,Georgia-Pacific Copy Paper,19.55,4,0.4,-1.87
598,CA-2022-010758,2022-05-22,2022-05-29,Standard Class,CUS-01113,Michael Williams,Home Office,United States,Portland,Oregon,31706,West,TEC-PHO-37723,Technology,Phones,Google Pixel 7,733.4,3,0.3,213.28
599,CA-2020-010762,2020-11-07,2020-11-13,Standard Class,CUS-01087,Susan Martinez,Corporate,United States,Charlotte,North Carolina,37617,South,OFF-ART-63857,Office Supplies,Art,Sharpie Permanent Markers,1.97,1,0,0.55
600,CA-2020-010762,2020-11-07,2020-11-13,Standard Class,CUS-01087,Susan Martinez,Corporate,United States,Charlotte,North Carolina,37617,South,OFF-ART-63857,Office Supplies,Art,Sharpie Permanent Markers,1.97,1,0,0.55
601,CA-2020-010766,2019-03-22,2019-03-25,Second Class,CUS-01022,Karen Taylor,Home Office,United States,Dallas,Texas,77717,Central,FUR-CHA-21239,Furniture,Chairs,Herman Miller Aeron,661.1,10,0.5,-131.2
602,CA-2020-010766,2019-03-22,2019-03-25,Second Class,CUS-01022,Karen Taylor,Home Office,United States,Dallas,Texas,77717,Central,FUR-CHA-21239,Furniture,Chairs,Herman Miller Aeron,661.1,10,0.5,-131.2
603,CA-2020-010771,2022-05-15,2022-05-20,Second Class,CUS-01106,John Perez,Consumer,United States,Phoenix,Arizona,96461,West,OFF-FAS-99861,Office Supplies,Fasteners,Swingline Heavy Duty Stapler,47.01,8,0,6.67
604,CA-2020-010771,2022-05-15,2022-05-20,Second Class,CUS-01106,John Perez,Consumer,United States,Phoenix,Arizona,96461,West,OFF-FAS-99861,Office Supplies,Fasteners,Swingline Heavy Duty Stapler,47.01,8,0,6.67
605,CA-2020-010771,2022-05-15,2022-05-20,Second Class,CUS-01106,John Perez,Consumer,United States,Phoenix,Arizona,96461,West,OFF-FAS-99861,Office Supplies,Fasteners,Swingline Heavy Duty Stapler,47.01,8,0,6.67
606,CA-2020-010771,2022-05-15,2022-05-20,Second Class,CUS-01106,John Perez,Consumer,United States,Phoenix,Arizona,96461,West,OFF-FAS-99861,Office Supplies,Fasteners,Swingline Heavy Duty Stapler,47.01,8,0,6.67
607,CA-2020-010775,2019-02-03,2019-02-08,Second Class,CUS-01111,Lisa Taylor,Corporate,United States,Atlanta,Georgia,89365,South,TEC-COM-90576,Technology,Computers,Apple MacBook Air,5574.32,9,0,486.5
608,CA-2020-010775,2019-02-03,2019-02-08,Second Class,CUS-01111,Lisa Taylor,Corporate,United States,Atlanta,Georgia,89365,South,TEC-COM-90576,Technology,Computers,Apple MacBook Air,5574.32,9,0,486.5
609,CA-2019-010776,2021-12-05,2021-12-06,Same Day,CUS-01112,Robert Smith,Corporate,United States,Washington,District of Columbia,66224,East,TEC-COP-55943,Technology,Copiers,Xerox B210,3352.86,10,0,738.29
610,CA-2019-010776,2021-12-05,2021-12-06,Same Day,CUS-01112,Robert Smith,Corporate,United States,Washington,District of Columbia,66224,East,TEC-COP-55943,Technology,Copiers,Xerox B210,3352.86,10,0,738.29
611,CA-2019-010776,2021-12-05,2021-12-06,Same Day,CUS-01112,Robert Smith,Corporate,United States,Washington,District of Columbia,66224,East,TEC-COP-55943,Technology,Copiers,Xerox B210,3352.86,10,0,738.29
612,CA-2022-010780,2019-06-21,2019-06-24,First Class,CUS-01033,Robert Miller,Home Office,United States,Los Angeles,California,10932,West,OFF-SUP-78126,Office Supplies,Supplies,Pilot G2 Gel Pen 12-Pack,8.92,4,0.3,1.9
613,CA-2020-010782,2022-08-27,2022-08-30,First Class,CUS-01110,Margaret Jones,Home Office,United States,Nashville,Tennessee,57925,South,OFF-FAS-62095,Office Supplies,Fasteners,3M Post-it Flags,40.05,7,0.5,-2.43
614,CA-2020-010782,2022-08-27,2022-08-30,First Class,CUS-01110,Margaret Jones,Home Office,United States,Nashville,Tennessee,57925,South,OFF-FAS-62095,Office Supplies,Fasteners,3M Post-it Flags,40.05,7,0.5,-2.43
615,CA-2020-010782,2022-08-27,2022-08-30,First Class,CUS-01110,Margaret Jones,Home Office,United States,Nashville,Tennessee,57925,South,OFF-FAS-62095,Office Supplies,Fasteners,3M Post-it Flags,40.05,7,0.5,-2.43
616,CA-2020-010782,2022-08-27,2022-08-30,First Class,CUS-01110,Margaret Jones,Home Office,United States,Nashville,Tennessee,57925,South,OFF-FAS-62095,Office Supplies,Fasteners,3M Post-it Flags,40.05,7,0.5,-2.43
617,CA-2021-010786,2022-03-29,2022-04-01,First Class,CUS-01095,Ashley Hernandez,Corporate,United States,Los Angeles,California,40116,West,FUR-TAB-38109,Furniture,Tables,IKEA Bekant Desk,3096.0,6,0,353.86
618,CA-2019-010789,2021-08-23,2021-08-23,Same Day,CUS-01009,Karen Smith,Consumer,United States,Dallas,Texas,58606,Central,TEC-MAC-60374,Technology,Machines,Zebra ZT411 Label Printer,2374.66,7,0.2,794.66
619,CA-2020-010791,2021-06-18,2021-06-23,Standard Class,CUS-01109,Christopher Davis,Corporate,United States,Dallas,Texas,14405,Central,OFF-SUP-40365,Office Supplies,Supplies,Scotch Magic Tape,13.3,1,0.3,1.94
620,CA-2020-010795,2020-07-19,2020-07-20,Same Day,CUS-01086,Mark Jones,Corporate,United States,Charlotte,North Carolina,86818,South,TEC-MAC-18993,Technology,Machines,Zebra ZT411 Label Printer,1007.77,9,0.2,343.1
621,CA-2020-010795,2020-07-19,2020-07-20,Same Day,CUS-01086,Mark Jones,Corporate,United States,Charlotte,North Carolina,86818,South,TEC-MAC-18993,Technology,Machines,Zebra ZT411 Label Printer,1007.77,9,0.2,343.1
622,CA-2020-010795,2020-07-19,2020-07-20,Same Day,CUS-01086,Mark Jones,Corporate,United States,Charlotte,North Carolina,86818,South,TEC-MAC-18993,Technology,Machines,Zebra ZT411 Label Printer,1007.77,9,0.2,343.1
623,CA-2021-010796,2020-04-08,2020-04-12,Second Class,CUS-01120,Lisa White,Consumer,United States,Nashville,Tennessee,10609,South,FUR-TAB-76353,Furniture,Tables,Sauder Palladia Desk,324.7,2,0.2,60.39
624,CA-2021-010799,2022-03-23,2022-03-26,First Class,CUS-01049,Linda Hernandez,Corporate,United States,Atlanta,Georgia,54520,South,FUR-FUR-13584,Furniture,Furnishings,Lorell Dry-Erase Board,247.16,5,0,50.19
625,CA-2021-010799,2022-03-23,2022-03-26,First Class,CUS-01049,Linda Hernandez,Corporate,United States,Atlanta,Georgia,54520,South,FUR-FUR-13584,Furniture,Furnishings,Lorell Dry-Erase Board,247.16,5,0,50.19
626,CA-2020-010804,2021-04-24,2021-04-26,First Class,CUS-01090,James Williams,Consumer,United States,Dallas,Texas,47655,Central,TEC-COP-19965,Technology,Copiers,Ricoh IM C300,723.35,3,0.5,-63.49
627,CA-2020-010804,2021-04-24,2021-04-26,First Class,CUS-01090,James Williams,Consumer,United States,Dallas,Texas,47655,Central,TEC-COP-19965,Technology,Copiers,Ricoh IM C300,723.35,3,0.5,-63.49
628,CA-2021-010807,2022-10-31,2022-11-04,Second Class,CUS-01095,Ashley Hernandez,Corporate,United States,Seattle,Washington,41726,West,FUR-TAB-36577,Furniture,Tables,IKEA Bekant Desk,5392.93,10,0.3,606.16
629,CA-2019-010809,2022-10-16,2022-10-16,Same Day,CUS-01098,Patricia Clark,Corporate,United States,Baltimore,Maryland,58653,East,OFF-ENV-85303,Office Supplies,Envelopes,Staples 10-Envelope Box,92.8,8,0,41.18
630,CA-2019-010809,2022-10-16,2022-10-16,Same Day,CUS-01098,Patricia Clark,Corporate,United States,Baltimore,Maryland,58653,East,OFF-ENV-85303,Office Supplies,Envelopes,Staples 10-Envelope Box,92.8,8,0,41.18
631,CA-2019-010809,2022-10-16,2022-10-16,Same Day,CUS-01098,Patricia Clark,Corporate,United States,Baltimore,Maryland,58653,East,OFF-ENV-85303,Office Supplies,Envelopes,Staples 10-Envelope Box,92.8,8,0,41.18
632,CA-2022-010810,2022-03-27,2022-03-30,Second Class,CUS-01068,Mark Brown,Consumer,United States,Charlotte,North Carolina,80879,South,TEC-MAC-61605,Technology,Machines,Dymo LabelWriter 450,149.53,3,0.5,-32.94
633,CA-2022-010810,2022-03-27,2022-03-30,Second Class,CUS-01068,Mark Brown,Consumer,United States,Charlotte,North Carolina,80879,South,TEC-MAC-61605,Technology,Machines,Dymo LabelWriter 450,149.53,3,0.5,-32.94
634,CA-2022-010810,2022-03-27,2022-03-30,Second Class,CUS-01068,Mark Brown,Consumer,United States,Charlotte,North Carolina,80879,South,TEC-MAC-61605,Technology,Machines,Dymo LabelWriter 450,149.53,3,0.5,-32.94
635,CA-2022-010810,2022-03-27,2022-03-30,Second Class,CUS-01068,Mark Brown,Consumer,United States,Charlotte,North Carolina,80879,South,TEC-MAC-61605,Technology,Machines,Dymo LabelWriter 450,149.53,3,0.5,-32.94
636,CA-2021-010812,2019-01-25,2019-01-29,Second Class,CUS-01075,Sarah Martinez,Home Office,United States,Boston,Massachusetts,57395,East,OFF-FAS-81901,Office Supplies,Fasteners,Swingline Heavy Duty Stapler,15.99,5,0.5,-3.47
637,CA-2021-010812,2019-01-25,2019-01-29,Second Class,CUS-01075,Sarah Martinez,Home Office,United States,Boston,Massachusetts,57395,East,OFF-FAS-81901,Office Supplies,Fasteners,Swingline Heavy Duty Stapler,15.99,5,0.5,-3.47
638,CA-2021-010812,2019-01-25,2019-01-29,Second Class,CUS-01075,Sarah Martinez,Home Office,United States,Boston,Massachusetts,57395,East,OFF-FAS-81901,Office Supplies,Fasteners,Swingline Heavy Duty Stapler,15.99,5,0.5,-3.47
639,CA-2021-010813,2021-10-18,2021-10-18,Same Day,CUS-01054,David Martin,Home Office,United States,Minneapolis,Minnesota,62506,Central,FUR-FUR-84895,Furniture,Furnishings,Deflect-O Chair Mat,113.45,10,0.1,42.62
640,CA-2021-010813,2021-10-18,2021-10-18,Same Day,CUS-01054,David Martin,Home Office,United States,Minneapolis,Minnesota,62506,Central,FUR-FUR-84895,Furniture,Furnishings,Deflect-O Chair Mat,113.45,10,0.1,42.62
641,CA-2021-010813,2021-10-18,2021-10-18,Same Day,CUS-01054,David Martin,Home Office,United States,Minneapolis,Minnesota,62506,Central,FUR-FUR-84895,Furniture,Furnishings,Deflect-O Chair Mat,113.45,10,0.1,42.62
642,CA-2020-010815,2021-06-04,2021-06-04,Same Day,CUS-01019,Robert Johnson,Home Office,United States,Portland,Oregon,11276,West,TEC-COP-27625,Technology,Copiers,Xerox B210,3136.72,9,0.3,1142.18
643,CA-2020-010815,2021-06-04,2021-06-04,Same Day,CUS-01019,Robert Johnson,Home Office,United States,Portland,Oregon,11276,West,TEC-COP-27625,Technology,Copiers,Xerox B210,3136.72,9,0.3,1142.18
644,CA-2020-010815,2021-06-04,2021-06-04,Same Day,CUS-01019,Robert Johnson,Home Office,United States,Portland,Oregon,11276,West,TEC-COP-27625,Technology,Copiers,Xerox B210,3136.72,9,0.3,1142.18
645,CA-2021-010820,2022-03-08,2022-03-14,Standard Class,CUS-01013,Michael Gonzalez,Corporate,United States,Los Angeles,California,38241,West,FUR-FUR-22622,Furniture,Furnishings,Lorell Dry-Erase Board,149.24,6,0.2,29.01
646,CA-2021-010820,2022-03-08,2022-03-14,Standard Class,CUS-01013,Michael Gonzalez,Corporate,United States,Los Angeles,California,38241,West,FUR-FUR-22622,Furniture,Furnishings,Lorell Dry-Erase Board,149.24,6,0.2,29.01
647,CA-2021-010820,2022-03-08,2022-03-14,Standard Class,CUS-01013,Michael Gonzalez,Corporate,United States,Los Angeles,California,38241,West,FUR-FUR-22622,Furniture,Furnishings,Lorell Dry-Erase Board,149.24,6,0.2,29.01
648,CA-2021-010825,2021-04-23,2021-04-29,Standard Class,CUS-01112,Robert Smith,Corporate,United States,Phoenix,Arizona,85483,West,OFF-SUP-47304,Office Supplies,Supplies,Pilot G2 Gel Pen 12-Pack,13.76,9,0.5,-2.48
649,CA-2021-010825,2021-04-23,2021-04-29,Standard Class,CUS-01112,Robert Smith,Corporate,United States,Phoenix,Arizona,85483,West,OFF-SUP-47304,Office Supplies,Supplies,Pilot G2 Gel Pen 12-Pack,13.76,9,0.5,-2.48
650,CA-2021-010825,2021-04-23,2021-04-29,Standard Class,CUS-01112,Robert Smith,Corporate,United States,Phoenix,Arizona,85483,West,OFF-SUP-47304,Office Supplies,Supplies,Pilot G2 Gel Pen 12-Pack,13.76,9,0.5,-2.48
651,CA-2021-010825,2021-04-23,2021-04-29,Standard Class,CUS-01112,Robert Smith,Corporate,United States,Phoenix,Arizona,85483,West,OFF-SUP-47304,Office Supplies,Supplies,Pilot G2 Gel Pen 12-Pack,13.76,9,0.5,-2.48
652,CA-2019-010826,2022-06-10,2022-06-13,First Class,CUS-01081,Daniel Anderson,Corporate,United States,Seattle,Washington,93962,West,FUR-FUR-90256,Furniture,Furnishings,Lorell Dry-Erase Board,114.47,2,0,13.14
653,CA-2019-010826,2022-06-10,2022-06-13,First Class,CUS-01081,Daniel Anderson,Corporate,United States,Seattle,Washington,93962,West,FUR-FUR-90256,Furniture,Furnishings,Lorell Dry-Erase Board,114.47,2,0,13.14
654,CA-2021-010830,2022-08-30,2022-09-02,First Class,CUS-01078,Donald Davis,Corporate,United States,Miami,Florida,68313,South,FUR-FUR-31930,Furniture,Furnishings,Master Caster Doorstop,15.67,1,0,5.34
655,CA-2021-010830,2022-08-30,2022-09-02,First Class,CUS-01078,Donald Davis,Corporate,United States,Miami,Florida,68313,South,FUR-FUR-31930,Furniture,Furnishings,Master Caster Doorstop,15.67,1,0,5.34
656,CA-2021-010830,2022-08-30,2022-09-02,First Class,CUS-01078,Donald Davis,Corporate,United States,Miami,Florida,68313,South,FUR-FUR-31930,Furniture,Furnishings,Master Caster Doorstop,15.67,1,0,5.34
657,CA-2019-010833,2019-12-08,2019-12-08,Same Day,CUS-01013,Michael Gonzalez,Corporate,United States,Baltimore,Maryland,81884,East,TEC-PHO-78679,Technology,Phones,Motorola Moto G,964.0,2,0,149.4
658,CA-2019-010833,2019-12-08,2019-12-08,Same Day,CUS-01013,Michael Gonzalez,Corporate,United States,Baltimore,Maryland,81884,East,TEC-PHO-78679,Technology,Phones,Motorola Moto G,964.0,2,0,149.4
659,CA-2019-010835,2020-09-25,2020-09-28,Second Class,CUS-01095,Ashley Hernandez,Corporate,United States,Kansas City,Missouri,92114,Central,TEC-COM-13744,Technology,Computers,HP Pavilion 14,470.63,6,0.3,186.22
660,CA-2019-010835,2020-09-25,2020-09-28,Second Class,CUS-01095,Ashley Hernandez,Corporate,United States,Kansas City,Missouri,92114,Central,TEC-COM-13744,Technology,Computers,HP Pavilion 14,470.63,6,0.3,186.22
661,CA-2019-010835,2020-09-25,2020-09-28,Second Class,CUS-01095,Ashley Hernandez,Corporate,United States,Kansas City,Missouri,92114,Central,TEC-COM-13744,Technology,Computers,HP Pavilion 14,470.63,6,0.3,186.22
662,CA-2019-010835,2020-09-25,2020-09-28,Second Class,CUS-01095,Ashley Hernandez,Corporate,United States,Kansas City,Missouri,92114,Central,TEC-COM-13744,Technology,Computers,HP Pavilion 14,470.63,6,0.3,186.22
663,CA-2021-010839,2021-06-30,2021-07-05,Second Class,CUS-01070,Mary Lee,Home Office,United States,Phoenix,Arizona,88326,West,FUR-FUR-93858,Furniture,Furnishings,Lorell Dry-Erase Board,220.99,5,0.3,53.62
664,CA-2021-010839,2021-06-30,2021-07-05,Second Class,CUS-01070,Mary Lee,Home Office,United States,Phoenix,Arizona,88326,West,FUR-FUR-93858,Furniture,Furnishings,Lorell Dry-Erase Board,220.99,5,0.3,53.62
665,CA-2019-010844,2020-09-22,2020-09-25,First Class,CUS-01034,Christopher Miller,Home Office,United States,San Francisco,California,11383,West,TEC-MAC-55073,Technology,Machines,Zebra ZT411 Label Printer,432.53,9,0,140.62
666,CA-2019-010844,2020-09-22,2020-09-25,First Class,CUS-01034,Christopher Miller,Home Office,United States,San Francisco,California,11383,West,TEC-MAC-55073,Technology,Machines,Zebra ZT411 Label Printer,432.53,9,0,140.62
667,CA-2019-010844,2020-09-22,2020-09-25,First Class,CUS-01034,Christopher Miller,Home Office,United States,San Francisco,California,11383,West,TEC-MAC-55073,Technology,Machines,Zebra ZT411 Label Printer,432.53,9,0,140.62
668,CA-2019-010844,2020-09-22,2020-09-25,First Class,CUS-01034,Christopher Miller,Home Office,United States,San Francisco,California,11383,West,TEC-MAC-55073,Technology,Machines,Zebra ZT411 Label Printer,432.53,9,0,140.62
669,CA-2022-010848,2019-01-19,2019-01-20,Same Day,CUS-01077,William Clark,Home Office,United States,Los Angeles,California,81855,West,FUR-TAB-83472,Furniture,Tables,Sauder Palladia Desk,460.5,4,0,154.72
670,CA-2022-010848,2019-01-19,2019-01-20,Same Day,CUS-01077,William Clark,Home Office,United States,Los Angeles,California,81855,West,FUR-TAB-83472,Furniture,Tables,Sauder Palladia Desk,460.5,4,0,154.72
671,CA-2022-010848,2019-01-19,2019-01-20,Same Day,CUS-01077,William Clark,Home Office,United States,Los Angeles,California,81855,West,FUR-TAB-83472,Furniture,Tables,Sauder Palladia Desk,460.5,4,0,154.72
672,CA-2022-010848,2019-01-19,2019-01-20,Same Day,CUS-01077,William Clark,Home Office,United States,Los Angeles,California,81855,West,FUR-TAB-83472,Furniture,Tables,Sauder Palladia Desk,460.5,4,0,154.72
673,CA-2022-010851,2020-06-22,2020-06-28,Standard Class,CUS-01081,Daniel Anderson,Corporate,United States,Phoenix,Arizona,90375,West,OFF-FAS-94994,Office Supplies,Fasteners,Acme Scissors,135.35,5,0.4,-8.47
674,CA-2020-010853,2020-08-16,2020-08-23,Standard Class,CUS-01059,Jennifer Williams,Home Office,United States,Miami,Florida,91625,South,FUR-TAB-12542,Furniture,Tables,Sauder Palladia Desk,2146.72,9,0,267.0
675,CA-2021-010855,2019-09-14,2019-09-14,Same Day,CUS-01030,Joseph White,Corporate,United States,Philadelphia,Pennsylvania,11930,East,FUR-TAB-65082,Furniture,Tables,Sauder Palladia Desk,2031.22,8,0.3,478.3
676,CA-2021-010858,2019-10-27,2019-11-02,Standard Class,CUS-01100,Donald Jackson,Home Office,United States,Houston,Texas,81197,South,FUR-TAB-42778,Furniture,Tables,IKEA Bekant Desk,378.32,1,0,166.4
677,CA-2021-010858,2019-10-27,2019-11-02,Standard Class,CUS-01100,Donald Jackson,Home Office,United States,Houston,Texas,81197,South,FUR-TAB-42778,Furniture,Tables,IKEA Bekant Desk,378.32,1,0,166.4
678,CA-2022-010859,2020-05-21,2020-05-26,Standard Class,CUS-01059,Jennifer Williams,Home Office,United States,Washington,District of Columbia,97294,East,TEC-COP-99318,Technology,Copiers,Xerox B210,8714.74,6,0,2628.94
679,CA-2019-010863,2021-09-12,2021-09-14,First Class,CUS-01047,Linda White,Home Office,United States,Philadelphia,Pennsylvania,24801,East,TEC-COP-11974,Technology,Copiers,Ricoh IM C300,1249.58,5,0,260.31
680,CA-2019-010863,2021-09-12,2021-09-14,First Class,CUS-01047,Linda White,Home Office,United States,Philadelphia,Pennsylvania,24801,East,TEC-COP-11974,Technology,Copiers,Ricoh IM C300,1249.58,5,0,260.31
681,CA-2019-010866,2022-04-05,2022-04-05,Same Day,CUS-01048,Karen Thompson,Corporate,United States,Philadelphia,Pennsylvania,30669,East,FUR-CHA-91937,Furniture,Chairs,Herman Miller Aeron,825.85,6,0,272.97
682,CA-2020-010867,2020-04-21,2020-04-24,First Class,CUS-01104,Margaret Brown,Home Office,United States,Atlanta,Georgia,12798,South,OFF-APP-27659,Office Supplies,Appliances,Bostitch QuietSharp Sharpener,8.6,1,0.5,-1.43
683,CA-2020-010867,2020-04-21,2020-04-24,First Class,CUS-01104,Margaret Brown,Home Office,United States,Atlanta,Georgia,12798,South,OFF-APP-27659,Office Supplies,Appliances,Bostitch QuietSharp Sharpener,8.6,1,0.5,-1.43
684,CA-2020-010867,2020-04-21,2020-04-24,First Class,CUS-01104,Margaret Brown,Home Office,United States,Atlanta,Georgia,12798,South,OFF-APP-27659,Office Supplies,Appliances,Bostitch QuietSharp Sharpener,8.6,1,0.5,-1.43
685,CA-2022-010871,2022-03-06,2022-03-11,Second Class,CUS-01045,Ashley Jackson,Corporate,United States,Kansas City,Missouri,46087,Central,OFF-SUP-19027,Office Supplies,Supplies,Pilot G2 Gel Pen 12-Pack,35.86,8,0.2,13.55
686,CA-2022-010871,2022-03-06,2022-03-11,Second Class,CUS-01045,Ashley Jackson,Corporate,United States,Kansas City,Missouri,46087,Central,OFF-SUP-19027,Office Supplies,Supplies,Pilot G2 Gel Pen 12-Pack,35.86,8,0.2,13.55
687,CA-2022-010871,2022-03-06,2022-03-11,Second Class,CUS-01045,Ashley Jackson,Corporate,United States,Kansas City,Missouri,46087,Central,OFF-SUP-19027,Office Supplies,Supplies,Pilot G2 Gel Pen 12-Pack,35.86,8,0.2,13.55
688,CA-2022-010873,2022-07-30,2022-07-30,Same Day,CUS-01114,Jessica Jackson,Corporate,United States,Washington,District of Columbia,57720,East,OFF-LAB-18302,Office Supplies,Labels,Staples Multipurpose Labels,33.41,9,0.4,-2.1
689,CA-2022-010873,2022-07-30,2022-07-30,Same Day,CUS-01114,Jessica Jackson,Corporate,United States,Washington,District of Columbia,57720,East,OFF-LAB-18302,Office Supplies,Labels,Staples Multipurpose Labels,33.41,9,0.4,-2.1
690,CA-2022-010873,2022-07-30,2022-07-30,Same Day,CUS-01114,Jessica Jackson,Corporate,United States,Washington,District of Columbia,57720,East,OFF-LAB-18302,Office Supplies,Labels,Staples Multipurpose Labels,33.41,9,0.4,-2.1
691,CA-2022-010873,2022-07-30,2022-07-30,Same Day,CUS-01114,Jessica Jackson,Corporate,United States,Washington,District of Columbia,57720,East,OFF-LAB-18302,Office Supplies,Labels,Staples Multipurpose Labels,33.41,9,0.4,-2.1
692,CA-2020-010874,2020-08-02,2020-08-05,First Class,CUS-01083,Michael Johnson,Corporate,United States,Chicago,Illinois,22616,Central,OFF-PAP-27009,Office Supplies,Paper,Hammermill Premium Copy Paper,6.64,1,0.1,0.61
693,CA-2020-010874,2020-08-02,2020-08-05,First Class,CUS-01083,Michael Johnson,Corporate,United States,Chicago,Illinois,22616,Central,OFF-PAP-27009,Office Supplies,Paper,Hammermill Premium Copy Paper,6.64,1,0.1,0.61
694,CA-2019-010879,2022-03-15,2022-03-16,Same Day,CUS-01068,Mark Brown,Consumer,United States,Chicago,Illinois,58018,Central,TEC-MAC-19289,Technology,Machines,Fellowes Powershred 79Ci,187.42,4,0.5,-39.49
695,CA-2022-010880,2021-01-09,2021-01-10,Same Day,CUS-01102,Jennifer Garcia,Consumer,United States,Washington,District of Columbia,44840,East,OFF-BIN-19225,Office Supplies,Binders,Mead Flex Binder,44.75,2,0.1,19.43
696,CA-2019-010881,2021-12-24,2021-12-24,Same Day,CUS-01025,Karen Harris,Home Office,United States,Phoenix,Arizona,91962,West,TEC-MAC-83156,Technology,Machines,Fellowes Powershred 79Ci,83.46,2,0.3,26.69
697,CA-2019-010881,2021-12-24,2021-12-24,Same Day,CUS-01025,Karen Harris,Home Office,United States,Phoenix,Arizona,91962,West,TEC-MAC-83156,Technology,Machines,Fellowes Powershred 79Ci,83.46,2,0.3,26.69
698,CA-2019-010881,2021-12-24,2021-12-24,Same Day,CUS-01025,Karen Harris,Home Office,United States,Phoenix,Arizona,91962,West,TEC-MAC-83156,Technology,Machines,Fellowes Powershred 79Ci,83.46,2,0.3,26.69
699,CA-2019-010881,2021-12-24,2021-12-24,Same Day,CUS-01025,Karen Harris,Home Office,United States,Phoenix,Arizona,91962,West,TEC-MAC-83156,Technology,Machines,Fellowes Powershred 79Ci,83.46,2,0.3,26.69
700,CA-2019-010883,2020-01-05,2020-01-06,Same Day,CUS-01085,Richard Miller,Home Office,United States,Phoenix,Arizona,88632,West,FUR-BOO-82100,Furniture,Bookcases,Sauder Cottage Road Bookcase,363.85,6,0.3,78.2
701,CA-2019-010883,2020-01-05,2020-01-06,Same Day,CUS-01085,Richard Miller,Home Office,United States,Phoenix,Arizona,88632,West,FUR-BOO-82100,Furniture,Bookcases,Sauder Cottage Road Bookcase,363.85,6,0.3,78.2
702,CA-2019-010883,2020-01-05,2020-01-06,Same Day,CUS-01085,Richard Miller,Home Office,United States,Phoenix,Arizona,88632,West,FUR-BOO-82100,Furniture,Bookcases,Sauder Cottage Road Bookcase,363.85,6,0.3,78.2
703,CA-2019-010883,2020-01-05,2020-01-06,Same Day,CUS-01085,Richard Miller,Home Office,United States,Phoenix,Arizona,88632,West,FUR-BOO-82100,Furniture,Bookcases,Sauder Cottage Road Bookcase,363.85,6,0.3,78.2
704,CA-2021-010885,2020-05-07,2020-05-11,Second Class,CUS-01099,Patricia Johnson,Home Office,United States,Minneapolis,Minnesota,69297,Central,FUR-FUR-14543,Furniture,Furnishings,Deflect-O Chair Mat,620.11,10,0,159.4
705,CA-2021-010885,2020-05-07,2020-05-11,Second Class,CUS-01099,Patricia Johnson,Home Office,United States,Minneapolis,Minnesota,69297,Central,FUR-FUR-14543,Furniture,Furnishings,Deflect-O Chair Mat,620.11,10,0,159.4
706,CA-2021-010885,2020-05-07,2020-05-11,Second Class,CUS-01099,Patricia Johnson,Home Office,United States,Minneapolis,Minnesota,69297,Central,FUR-FUR-14543,Furniture,Furnishings,Deflect-O Chair Mat,620.11,10,0,159.4
707,CA-2019-010890,2020-03-30,2020-04-03,Second Class,CUS-01003,William Clark,Consumer,United States,Columbus,Ohio,77013,Central,OFF-ART-14946,Office Supplies,Art,Crayola Colored Pencils,33.51,3,0,5.22
708,CA-2019-010890,2020-03-30,2020-04-03,Second Class,CUS-01003,William Clark,Consumer,United States,Columbus,Ohio,77013,Central,OFF-ART-14946,Office Supplies,Art,Crayola Colored Pencils,33.51,3,0,5.22
709,CA-2020-010893,2020-09-07,2020-09-14,Standard Class,CUS-01052,Michael Thompson,Corporate,United States,Los Angeles,California,52558,West,FUR-TAB-85527,Furniture,Tables,Sauder Palladia Desk,303.36,2,0.2,19.7
710,CA-2020-010893,2020-09-07,2020-09-14,Standard Class,CUS-01052,Michael Thompson,Corporate,United States,Los Angeles,California,52558,West,FUR-TAB-85527,Furniture,Tables,Sauder Palladia Desk,303.36,2,0.2,19.7
711,CA-2020-010893,2020-09-07,2020-09-14,Standard Class,CUS-01052,Michael Thompson,Corporate,United States,Los Angeles,California,52558,West,FUR-TAB-85527,Furniture,Tables,Sauder Palladia Desk,303.36,2,0.2,19.7
712,CA-2020-010893,2020-09-07,2020-09-14,Standard Class,CUS-01052,Michael Thompson,Corporate,United States,Los Angeles,California,52558,West,FUR-TAB-85527,Furniture,Tables,Sauder Palladia Desk,303.36,2,0.2,19.7
713,CA-2019-010896,2020-11-15,2020-11-18,First Class,CUS-01054,David Martin,Home Office,United States,Philadelphia,Pennsylvania,95561,East,OFF-BIN-92862,Office Supplies,Binders,Mead Flex Binder,33.91,5,0,6.03
714,CA-2019-010896,2020-11-15,2020-11-18,First Class,CUS-01054,David Martin,Home Office,United States,Philadelphia,Pennsylvania,95561,East,OFF-BIN-92862,Office Supplies,Binders,Mead Flex Binder,33.91,5,0,6.03
715,CA-2021-010897,2022-11-30,2022-12-03,Second Class,CUS-01007,Mary Martin,Consumer,United States,Charlotte,North Carolina,88005,South,OFF-SUP-39109,Office Supplies,Supplies,Pilot G2 Gel Pen 12-Pack,99.61,7,0,10.25
